Program,CatNo,L1,L2,L3,L4
ATT ICM Mumbai,Cat6,Agent Opportunity,Communication and Soft Skills,Long Hold on Call / Chat,Long Hold on Call / Chat
ATT ICM Mumbai,Cat7,Agent Opportunity,Communication and Soft Skills,Multiple Holds,Multiple Holds
ATT ICM Mumbai,Cat8,Agent Opportunity,Communication and Soft Skills,No Assurance,No Assurance
ATT ICM Mumbai,Cat9,Agent Opportunity,Communication and Soft Skills,No empathy by Rep,No empathy by Rep
ATT ICM Mumbai,Cat10,Agent Opportunity,Communication and Soft Skills,No patience,No patience
ATT ICM Mumbai,Cat11,Agent Opportunity,Communication and Soft Skills,Pushy Sales,Pushy Sales
ATT ICM Mumbai,Cat12,Agent Opportunity,Communication and Soft Skills,Rate of Speech,Rate of Speech
ATT ICM Mumbai,Cat13,Agent Opportunity,Communication and Soft Skills,Rep Accent Issues,Rep Accent Issues
ATT ICM Mumbai,Cat14,Agent Opportunity,Communication and Soft Skills,Rep Could Not Explain,Rep Could Not Explain
ATT ICM Mumbai,Cat15,Agent Opportunity,Communication and Soft Skills,Rep Hung up the call,Rep Hung up the call
ATT ICM Mumbai,Cat16,Agent Opportunity,Communication and Soft Skills,Rep In Rush,Rep In Rush
ATT ICM Mumbai,Cat17,Agent Opportunity,Communication and Soft Skills,Rep Interrupting Customer,Rep Interrupting Customer
ATT ICM Mumbai,Cat18,Agent Opportunity,Communication and Soft Skills,Rep Laughing / Shout on call,Rep Laughing / Shout on call
ATT ICM Mumbai,Cat19,Agent Opportunity,Communication and Soft Skills,Rep Listening Issues,Rep Listening Issues
ATT ICM Mumbai,Cat20,Agent Opportunity,Communication and Soft Skills,Rep Mocking customer,Rep Mocking customer
ATT ICM Mumbai,Cat21,Agent Opportunity,Communication and Soft Skills,Rep not able to understand,Rep not able to understand
ATT ICM Mumbai,Cat22,Agent Opportunity,Communication and Soft Skills,Rep Pronunciation Issue,Rep Pronunciation Issue
ATT ICM Mumbai,Cat23,Agent Opportunity,Communication and Soft Skills,Rep Sound Robotic,Rep Sound Robotic
ATT ICM Mumbai,Cat24,Agent Opportunity,Communication and Soft Skills,Rep Using Jargon,Rep Using Jargon
ATT ICM Mumbai,Cat25,Agent Opportunity,Communication and Soft Skills,Rep Yawning / Sleeping,Rep Yawning / Sleeping
ATT ICM Mumbai,Cat26,Agent Opportunity,Communication and Soft Skills,Voice tone issue,Voice tone issue
ATT ICM Mumbai,Cat27,Agent Opportunity,Communication and Soft Skills,Wrong Documentation by Rep,Wrong Documentation by Rep
ATT ICM Mumbai,Cat28,Agent Opportunity,Knowledge,Customer Not Getting Information,Customer Not Getting Information
ATT ICM Mumbai,Cat29,Agent Opportunity,Knowledge,Inconsistent information shared by Rep,Inconsistent information shared by Rep
ATT ICM Mumbai,Cat30,Agent Opportunity,Knowledge,Issue understanding,Issue understanding
ATT ICM Mumbai,Cat31,Agent Opportunity,Knowledge,Misleading Information,Misleading Information
ATT ICM Mumbai,Cat32,Agent Opportunity,Knowledge,No Customer Education,No Customer Education
ATT ICM Mumbai,Cat33,Agent Opportunity,Knowledge,Rep Asking Irrelevant Questions,Rep Asking Irrelevant Questions
ATT ICM Mumbai,Cat34,Agent Opportunity,Knowledge,Rep had No Knowledge,Rep had No Knowledge
ATT ICM Mumbai,Cat35,Agent Opportunity,Knowledge,Rep Need Training,Rep Need Training
ATT ICM Mumbai,Cat36,Agent Opportunity,Knowledge,Rep Provided Incomplete Explanation,Rep Provided Incomplete Explanation
ATT ICM Mumbai,Cat37,Agent Opportunity,Knowledge,Rep share wrong / incomplete information,Rep share wrong / incomplete information
ATT ICM Mumbai,Cat38,Agent Opportunity,Lack of Ownership,Call Back Issue,Need Call Back
ATT ICM Mumbai,Cat39,Agent Opportunity,Lack of Ownership,Call Back Issue,No Call Back
ATT ICM Mumbai,Cat40,Agent Opportunity,Lack of Ownership,Dishonest Rep,Dishonest Rep
ATT ICM Mumbai,Cat41,Agent Opportunity,Lack of Ownership,No Attention by Rep,No Attention by Rep
ATT ICM Mumbai,Cat42,Agent Opportunity,Lack of Ownership,No Follow-up,No Follow-up
ATT ICM Mumbai,Cat43,Agent Opportunity,Lack of Ownership,No Ownership by Rep,No Ownership by Rep
ATT ICM Mumbai,Cat44,Agent Opportunity,Lack of Ownership,Promised Not fulfilled,Promised Not fulfilled
ATT ICM Mumbai,Cat45,Agent Opportunity,Lack of Ownership,Rep Did Not Acknowledge,Rep Did Not Acknowledge
ATT ICM Mumbai,Cat46,Agent Opportunity,Lack of Ownership,Rep Not accommodating / Argumentive,Rep Not accommodating / Argumentive
ATT ICM Mumbai,Cat47,Agent Opportunity,Lack of Ownership,Rep Not Helpful,Rep Not Helpful
ATT ICM Mumbai,Cat48,Agent Opportunity,Lack of Ownership,Rep was not courteous,Rep was not courteous
ATT ICM Mumbai,Cat49,Agent Opportunity,Lack of Ownership,Rude - Rep,Rude - Rep
ATT ICM Mumbai,Cat50,Agent Opportunity,Lack of Ownership,Unprofessional - Rep,Unprofessional - Rep
ATT ICM Mumbai,Cat51,Agent Opportunity,Resolution,Call Transfer Issue,Call Transfer Issue
ATT ICM Mumbai,Cat52,Agent Opportunity,Resolution,Connected / Transfer to Wrong Department,Connected / Transfer to Wrong Department
ATT ICM Mumbai,Cat53,Agent Opportunity,Resolution,Customer directed to store / vendor / depart,Customer directed to store / vendor / depart
ATT ICM Mumbai,Cat54,Agent Opportunity,Resolution,Long Time to resolve,Long Time to Resolve
ATT ICM Mumbai,Cat55,Agent Opportunity,Resolution,Long Wait on Call / Chat,Long Wait on Call / Chat
ATT ICM Mumbai,Cat56,Agent Opportunity,Resolution,Multiple Interactions,Multiple Interactions
ATT ICM Mumbai,Cat57,Agent Opportunity,Resolution,No Solution / Issues - Not Resolved,No Solution / Issues - Not Resolved
ATT ICM Mumbai,Cat58,Agent Opportunity,Resolution,Not happy with Solution,Not happy with Solution
ATT ICM Mumbai,Cat59,Agent Opportunity,Resolution,Scheduled Technician Visit,Scheduled Technician Visit
ATT ICM Mumbai,Cat60,Agent Opportunity,Resolution,Standard / Scripted Response by Rep,Standard / Scripted Response by Rep
ATT ICM Mumbai,Cat61,Customer Care Connectivity,Audio Quality,Background Noise on Call,Background Noise on Call
ATT ICM Mumbai,Cat62,Customer Care Connectivity,Audio Quality,Hearing Issue on call,Hearing Issue on call
ATT ICM Mumbai,Cat63,Customer Care Connectivity,Audio Quality,Voice Breaking Issue,Voice Breaking Issue
ATT ICM Mumbai,Cat64,Customer Care Connectivity,Call / Chat / Email Not Answered,Call / Chat / Email Not Answered,Call / Chat / Email Not Answered
ATT ICM Mumbai,Cat65,Customer Care Connectivity,Call dropped,Call dropped,Call dropped
ATT ICM Mumbai,Cat66,Customer Care Connectivity,Chat Disconnection,Chat Disconnection,Chat Disconnection
ATT ICM Mumbai,Cat67,Customer Care Connectivity,Audio Quality,Audio Connection Issue,Audio Connection Issue
ATT ICM Mumbai,Cat68,Others,Customer,Customer had to Visit Store,Customer had to Visit Store
ATT ICM Mumbai,Cat69,Others,Customer,Customer self resolved issue,Customer self resolved issue
ATT ICM Mumbai,Cat70,Others,Customer,Impacting Client / Business,Impacting Client / Business
ATT ICM Mumbai,Cat71,Others,Customer,Incorrect Rating,Incorrect Rating
ATT ICM Mumbai,Cat72,Others,Issue with Previous Rep,Dissatisfied with Previous rep,Dissatisfied with Previous rep
ATT ICM Mumbai,Cat73,Others,Legal Issue,Company Needs to take legal action,Company Needs to take legal action
ATT ICM Mumbai,Cat74,Others,Legal Issue,Customer will take legal action,Customer will take legal action
ATT ICM Mumbai,Cat75,Others,Not an ATT Issue,Not an ATT Issue,Not an ATT Issue
ATT ICM Mumbai,Cat76,Others,Not tested the product,Not tested the product,Not tested the product
ATT ICM Mumbai,Cat77,Others,Supervisor Not Responding,Supervisor Not Responding,Supervisor Not Responding
ATT ICM Mumbai,Cat78,Positive Feedback,Appreciate Process,Good Billing,Good Billing
ATT ICM Mumbai,Cat79,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Clear Explanation by Rep
ATT ICM Mumbai,Cat80,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Empathetic Rep
ATT ICM Mumbai,Cat81,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Excellent communication
ATT ICM Mumbai,Cat82,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Excellent tone
ATT ICM Mumbai,Cat83,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Good Listening Skills
ATT ICM Mumbai,Cat84,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Patient Rep
ATT ICM Mumbai,Cat85,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Rep has Clear Understanding
ATT ICM Mumbai,Cat86,Positive Feedback,Appreciating Agent,Appreciating Knowledge,Knowledgeable Rep
ATT ICM Mumbai,Cat87,Positive Feedback,Appreciating Agent,Appreciating Ownership,Calm Rep
ATT ICM Mumbai,Cat88,Positive Feedback,Appreciating Agent,Appreciating Ownership,Excellent Rep
ATT ICM Mumbai,Cat89,Positive Feedback,Appreciating Agent,Appreciating Ownership,Friendly Rep
ATT ICM Mumbai,Cat90,Positive Feedback,Appreciating Agent,Appreciating Ownership,Good Attention by Rep
ATT ICM Mumbai,Cat91,Positive Feedback,Appreciating Agent,Appreciating Ownership,Helpful Rep
ATT ICM Mumbai,Cat92,Positive Feedback,Appreciating Agent,Appreciating Ownership,Kind Rep
ATT ICM Mumbai,Cat93,Positive Feedback,Appreciating Agent,Appreciating Ownership,Nice Rep
ATT ICM Mumbai,Cat94,Positive Feedback,Appreciating Agent,Appreciating Ownership,Pleasant Rep
ATT ICM Mumbai,Cat95,Positive Feedback,Appreciating Agent,Appreciating Ownership,Polite Rep
ATT ICM Mumbai,Cat96,Positive Feedback,Appreciating Agent,Appreciating Ownership,Professional Rep
ATT ICM Mumbai,Cat97,Positive Feedback,Appreciating Agent,Appreciating Resolution,Issue Resolved
ATT ICM Mumbai,Cat98,Positive Feedback,Appreciating Agent,Appreciating Resolution,Quick / Prompt Rep
ATT ICM Mumbai,Cat99,Positive Feedback,Appreciating Product & Service,Appreciating Product,Excellent Products
ATT ICM Mumbai,Cat100,Positive Feedback,Appreciating Product & Service,Appreciating Product,Good Internet / reliable internet
ATT ICM Mumbai,Cat101,Positive Feedback,Appreciating Product & Service,Appreciating Product,Good Network
ATT ICM Mumbai,Cat102,Positive Feedback,Appreciating Product & Service,Appreciating Product,Good plans
ATT ICM Mumbai,Cat103,Positive Feedback,Appreciating Product & Service,Appreciating Product,Good Promotion / Offer
ATT ICM Mumbai,Cat104,Positive Feedback,Appreciating Product & Service,Appreciating Product,Good calling service
ATT ICM Mumbai,Cat105,Positive Feedback,Appreciating Product & Service,Appreciating Service,Customer Will Recommend Service
ATT ICM Mumbai,Cat106,Positive Feedback,Appreciating Product & Service,Appreciating Service,Excellent / Good service
ATT ICM Mumbai,Cat107,Positive Feedback,Appreciating Product & Service,Appreciating Website / App,Good Website
ATT ICM Mumbai,Cat108,Positive Feedback,Appreciating Product & Service,Appreciating Website / App,Nice APP
ATT ICM Mumbai,Cat109,Positive Feedback,Appreciating Product & Service,Appreciating Service,Professional service
ATT ICM Mumbai,Cat110,Positive Feedback,Appreciating Product & Service,Appreciating Service,Reliable Service
ATT ICM Mumbai,Cat111,Positive Feedback,Appreciating Product & Service,Appreciating Service,Timely service
ATT ICM Mumbai,Cat112,Process,Account Management Issue,Account Access Issue,Account Access Issue
ATT ICM Mumbai,Cat113,Process,Account Management Issue,Account Cancellation Issue,Account Cancellation Issue
ATT ICM Mumbai,Cat114,Process,Account Management Issue,Account Suspended,Account Suspended
ATT ICM Mumbai,Cat115,Process,Account Management Issue,Address Change Related,Address Change Related
ATT ICM Mumbai,Cat116,Process,Account Management Issue,Application Related,Application Related
ATT ICM Mumbai,Cat117,Process,Account Management Issue,Password Issue,Password Issue
ATT ICM Mumbai,Cat118,Process,Account Management Issue,Related to Signing Issue,Related to Signing Issue
ATT ICM Mumbai,Cat119,Process,Appointmnet Issue,Appointment got cancelled,Appointment got cancelled
ATT ICM Mumbai,Cat120,Process,Appointmnet Issue,Appointment got Rescheduled,Appointment got Rescheduled
ATT ICM Mumbai,Cat121,Process,Appointmnet Issue,Appointment Schedule Issue,Appointment Schedule Issue
ATT ICM Mumbai,Cat122,Process,Authentication Issue,Security code issue,Security code issue
ATT ICM Mumbai,Cat123,Process,Authorization Issue,Customer Did Not Authorize,Customer Did Not Authorize
ATT ICM Mumbai,Cat124,Process,Billing Issue,Billing - Invoice Related Issue,Billing - Invoice Related Issue
ATT ICM Mumbai,Cat125,Process,Billing Issue,Charges Issue,Charges Issue
ATT ICM Mumbai,Cat126,Process,Billing Issue,Double Charged,Double Charged
ATT ICM Mumbai,Cat127,Process,Billing Issue,Duplicate Billing,Duplicate Billing
ATT ICM Mumbai,Cat128,Process,Billing Issue,Incorrect Fees / Charges,Incorrect Fees / Charges
ATT ICM Mumbai,Cat129,Process,Billing Issue,Late Fees,Late Fees
ATT ICM Mumbai,Cat130,Process,Billing Issue,Past Due,Past Due
ATT ICM Mumbai,Cat131,Process,Cancelation Issue,Cancelling the Product / service,Cancelling the Product / service
